Jeu,Player,Role,Response,evaluation
17,Claire,Loups-Garous,"in my opinion Marie is the werewolf. She has the ability to turn into a wolf, and she is able to do so by simply touching her own skin. She has the ability to turn into a wolf, and she is able to do so by simply touching her own skin. She has the ability to turn into a wolf, and she is able to do so by simply touching her own skin. She has the ability",FALSE
17,Thomas,Docteur,I decide to protect Antoine. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him. I decide to protect him.,TRUE
17,Emma,Villageois,"I agree with Laura. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me.

I think we should go back to the village and talk to the villagers.

I'm not sure what to do.

I think I should go back to the village and talk to the villagers.

I think I should go back to the village and talk to the villagers.

I think",TRUE
18,Claire,Villageois,"looks like we've got a tie between Emma and Lucas. Loup Garou, reveal yourself!

Emma: I'm Emma.

Lucas: You're Lucas.

Emma: I'm Emma.

Lucas: You're Lucas.

Emma: I'm Emma.

Lucas: You're Lucas.

Emma: I'm Emma.
",TRUE
18,Thomas,Voyante,I think Lucas is the werewolf. I think he's the werewolf. He's the werewolf. I think he's the werewolf. He's the werewolf. He's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he,TRUE
18,Emma,Loups-Garous,"Thomas is the voyante i think ive ever heard of.

I'm not sure if I should have posted this, but I'm going to post it here.

I'm going to post this because I think it's important to know about this guy.

He is a self proclaimed ""anti-feminist"" and he is a big fan of the ""Men's Rights"" movement.

",TRUE
18,Lucas,Loups-Garous,in my opinion Marie is the werewolf. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world,FALSE
18,Laura,Villageois,"i suspect that Emma is the werewolf.

The next day, Emma is seen at the school with the rest of the students. She is seen talking to Emma's father, who is also a werewolf, and also to the rest of the students. She tells them that she is going to go to the woods with them, and that she has a plan for them. She also tells them that she has been",FALSE
18,Antoine,Docteur,"I decide to protect Laura. I decide to protect the people of the world.""

""You're not going to protect me, are you?""

""No.""

""I'm not going to protect you, are you?""

""No.""

""I'm not going to protect you, are you?""

""No.""

""I'm not going to protect you, are",TRUE
18,Marie,Villageois,"i suspect that Antoine is the werewolf.

In the second movie, Antoine is seen with a group of people who are in the woods. He is seen talking to one of them, who is a werewolf. He then goes to the woods and kills a werewolf. He then leaves the woods and goes to the woods again. He then kills another werewolf. He then goes to the woods and",TRUE
18,Claire,Villageois,The werewolf is Lucas. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He is a werewolf. He,TRUE
18,Thomas,Voyante,"I think Emma is the werewolf. She's the one who's going to kill me.""

""She's not going to kill you, is she?""

""No. She's going to kill you.""

""She's going to kill me.""

""She's going to kill you. She's going to kill you. She's going to kill you. She's going to kill you",TRUE
18,Emma,Loups-Garous,I am innocent... I am a simple villager. I am a simple man. I am a simple woman. I am a simple man. I am a simple woman. I am a simple man. I am a simple woman. I am a simple man. I am a simple woman. I am a simple man. I am a simple woman. I am a simple man. I am a simple woman. I am,FALSE
19,Claire,Villageois,"i suspect that Emma is the werewolf.

The next day, Emma is seen walking down the street with her father, who is also seen with her. She is seen with her father again at the end of the episode.

In the episode, Emma and her father are seen at the hospital.

In the episode, Emma and her father are seen at the hospital. In the episode, Emma and",FALSE
19,Thomas,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not a werewolf, I'm a werewolf.""

""I'm not a werewolf, I'm a werewolf.""

""I'm not a werewolf, I'm a werewolf.""

""I'm not a werewolf, I'm a werewolf.""

""I'm not a werewolf, I'm",FALSE
19,Emma,Villageois,"I agree with Antoine. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me. I'm not sure if he's trying to protect them from the monsters, or if he's trying to protect himself from them. If he's protecting them, it's probably to protect himself from the monsters. If he's protecting himself from the villagers, it's probably to protect the villagers from the monsters. If he",TRUE
19,Lucas,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple,FALSE
19,Laura,Villageois,"Hold on a second, are we forgetting about Lucas? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure if I'm going to be able to get my hands on a copy of the game, but I'm sure I'll be able to find one at a local game store.

I don't know if I'll be",TRUE
19,Antoine,Voyante,I think Thomas is the werewolf. I think he's the one who's been trying to kill me for the last two years. He's the one who's been trying to kill me for the last two years. He's the one who's been trying to kill me for the last two years. He's the one who's been trying to kill me for the last two years. He's the one who's been,TRUE
19,Marie,Docteur,"I decide to protect Laura. I'm not going to let her die. I'm going to protect her.""

""You're going to protect Laura?""

""Yes. I'm going to protect Laura. I'm going to protect Laura. I'm going to protect Laura.""

""You're going to protect Laura?""

""Yes. I'm going to protect Laura. I'm going to protect",TRUE
19,Claire,Villageois,"The werewolf is Thomas. He's the one who killed the girl. He's the one who's going to kill you.

He's the one who's going to kill you.

He's the one who's going to kill you.

He's the one who's going to kill you.

He's the one who's going to kill you.

He's the one who",TRUE
19,Thomas,Loups-Garous,I am innocent... I am a simple villager. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am,FALSE
19,Emma,Villageois,The werewolf is Thomas. He's a werewolf who is a bit of a wuss. He's a bit of a wuss. He's a bit of a wuss. He's a bit of a wuss. He's a bit of a wuss. He's a bit of a wuss. He's a bit of a wuss. He's a bit of a wuss. He's,TRUE
20,Claire,Docteur,I decide to protect Laura. I decide to protect her from the world. I decide to protect her from the people who would destroy her. I decide to protect her from the people who would destroy her. I decide to protect her from the people who would destroy her. I decide to protect her from the people who would destroy her. I decide to protect her from the people who would destroy her. I decide to protect her,TRUE
20,Thomas,Villageois,"i suspect that Claire is the werewolf.

Claire is the only character in the series to have a physical appearance that is a bit different from the rest of the series. She has a longer, more muscular body, and a larger nose. She also has a more prominent nose than the others. She also has a much larger mouth, and a much larger mouthpiece.

Claire is the only character",FALSE
20,Emma,Villageois,"i suspect that Laura is the werewolf.

The next day, Laura and her friends are attacked by a pack of werewolves. They are saved by the arrival of the town's sheriff, who takes them to the local hospital. The sheriff tells them that Laura is the werewolf and that she will be taken to the hospital. Laura and her friends are taken to the hospital, where they are attacked by the were",TRUE
20,Lucas,Loups-Garous,I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple,FALSE
20,Laura,Loups-Garous,"You will regret it, I'm not the werewolf. I'm a human.""

""You're a human, aren't you?""

""I am.""

""Then you're human.""

""I am.""

""Then you're human.""

""I am.""

""Then you're human.""

""I am.""

""Then you're human.""",FALSE
20,Antoine,Voyante,"I think Laura is the werewolf. She's a werewolf, but she doesn't have the blood of a werewolf. She's a hybrid. She's a werewolf that's been turned into a werewolf. She's a hybrid that's been turned into a werewolf. She's a hybrid that's been turned into a werewolf. She's a hybrid that's been turned into a werewolf. She",TRUE
20,Marie,Villageois,The werewolf is Lucas. He's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's a werewolf. And he's,TRUE
20,Claire,Docteur,"Well, I have my suspicions. Lucas was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. He's a bit of a recluse, and he's not exactly the most outgoing guy. He's not a very social guy, either. He's not a very outgoing guy. I think he's just kind of quiet. I think he's just kind of quiet",TRUE
20,Thomas,Villageois,"I agree with Antoine. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me. I'm not sure how he knows about the village, but I don't think he's going to be able to help them. He's just going to have to take care of them.

I don't know if he's going to be able to do that, but I'm sure he'll try to.",TRUE
20,Emma,Villageois,"i suspect that Marie is the werewolf.

The next day, Marie is seen in the woods near the house, where she is seen in a trance. She is then seen by the townspeople, who are shocked to see her. She then reveals that she is the werewolf, and that she is the one who killed her mother. She then reveals that she is the one who killed her father, and",FALSE
21,Claire,Villageois,"looks like we've got a tie between Thomas and Laura. Loup Garou, reveal yourself!

Thomas: I'm Thomas.

Laura: Thomas.

Thomas: Laura.

Laura: Thomas.

Thomas: Laura.

Laura: Thomas.

Thomas: Laura.

Laura: Thomas.

Thomas: Laura.

Laura: Thomas.

",TRUE
21,Thomas,Villageois,"I agree with Lucas. Emma's sudden interest in protecting the villagers seems a bit suspicious to me. I'm not sure if she's trying to get back at Lucas for his actions in the past or if she's just trying to get back at Lucas for being a jerk.

I'm not sure if Emma is trying to get back at Lucas for his actions in the past or if she's just trying to get back",TRUE
21,Emma,Loups-Garous,"You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You",FALSE
21,Lucas,Voyante,I think Laura is the werewolf. She's got a lot of power and she's got a lot of strength. She's got a lot of strength and she's got a lot of power. And she's got a lot of power and she's got a lot of strength. And she's got a lot of power and she's got a lot of strength. And she's got a lot of power and she's,TRUE
21,Laura,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple,FALSE
21,Antoine,Villageois,"i suspect that Marie is the werewolf.

A man named ""Grimm"" is seen in the background of the film.

A man named ""Grimm"" is seen in the background of the film. In the film, the character of Grimm is named after the Grim Reaper.

In the film, the character of Grimm is named after the Grim Reaper. In the film,",FALSE
21,Marie,Docteur,"I decide to protect Antoine. I have to, because I'm not sure if I can trust him. I'm not sure if I can trust him with my life. I'm not sure if I can trust him with my family. I'm not sure if I can trust him with my country. I'm not sure if I can trust him with my life. I'm not sure if I can trust him with my",TRUE
21,Claire,Villageois,"Hold on a second, are we forgetting about Emma? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure if I like Emma. I think she's a bit of a jerk, but she's also a bit of a hero. She's a bit of a badass, and she's a bit of a badass who's got a",TRUE
21,Thomas,Villageois,The werewolf is Emma. She is the one who is responsible for the deaths of all the children in the village. She is also the one who is responsible for the deaths of the other children. She is also the one who is responsible for the deaths of the other children. She is also the one who is responsible for the deaths of the other children. She is also the one who is responsible for the deaths of the,TRUE
21,Emma,Loups-Garous,I am innocent... I am a simple villager. I am a simple man. I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am a simple man... I am,FALSE
22,Claire,Villageois,"I agree with Emma. Antoine's sudden interest in protecting the villagers seems a bit suspicious to me.

I don't know if I agree with Emma. Antoine's sudden interest in protecting the villagers seems a bit suspicious to me.

I agree with Emma. Antoine's sudden interest in protecting the villagers seems a bit suspicious to me.

I agree with Emma. Antoine's sudden interest in",TRUE
22,Thomas,Villageois,"The werewolf is Antoine. He is a werewolf who was born in the town of St. Louis, Missouri. He is a werewolf who is a member of the St. Louis werewolf club. He was born with the ability to transform into a werewolf. He is also a member of the St. Louis werewolf club. He is also a member of the St. Louis werewolf club. He",TRUE
22,Emma,Voyante,"I think Antoine is the werewolf. I think he's a werewolf. I think he's a werewolf.

I think he's a werewolf. I think he's a werewolf.

I think he's a werewolf. I think he's a werewolf.

I think he's a werewolf. I think he's a werewolf.

I think he's",TRUE
22,Lucas,Docteur,"Well, I have my suspicions. Laura was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I'm sure she's just trying to keep her sanity.""

""Well, I don't think she's going to be able to keep her sanity, either,"" Harry said. ""I think she's going to be a little disturbed.""

""What?""",TRUE
22,Laura,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf that is so strong that he can kill anyone. I'm not the werewolf that can kill you. I'm not the werewolf that can kill you. I'm not the werewolf that can kill you. I'm not the werewolf that can kill you. I'm not the werewolf that can kill you. I'm",FALSE
22,Antoine,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf that kills people. I'm not the werewolf that kills people. I'm not the werewolf that kills people. I'm not the werewolf that kills people. I'm not the werewolf that kills people. I'm not the werewolf that kills people. I'm not the werewolf that kills people. I'm not",FALSE
22,Marie,Villageois,"Hold on a second, are we forgetting about Antoine? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

It's not like he's an idiot. He's just a guy who's been living in a small village for years and has no idea what he's doing. He's not the type of guy who's going to be able to do",TRUE
22,Claire,Villageois,"looks like we've got a tie between Lucas and Laura. Loup Garou, reveal yourself!

Lucas: I'm Lucas. I'm the guy who's going to be the one to get the girl.

Laura: I'm Laura. I'm the girl who's going to get the guy.

Lucas: I'm Lucas. I'm the guy who's going to get the",TRUE
22,Thomas,Villageois,The werewolf is Antoine. He is a vampire who lives in a house in the woods. He has a great hatred for humans and his house is filled with human corpses. He is also a very good cook. He is a very good vampire hunter. He is also a very good vampire hunter. He is a very good vampire hunter. He is a very good vampire hunter. He is a very good vampire hunter.,TRUE
22,Emma,Voyante,I think Antoine is the werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a were,TRUE
23,Claire,Villageois,"looks like we've got a tie between Laura and Antoine. Loup Garou, reveal yourself!

Antoine Du Beaumont: I'm Antoine Du Beaumont.

Laura: You're Antoine Du Beaumont?

Antoine Du Beaumont: Yes.

Laura: You're a French vampire?

Antoine Du Beaumont: Yes.",TRUE
23,Thomas,Villageois,"Hold on a second, are we forgetting about Antoine? They've been playing the 'I'm just a simple villager' card a bit too much for my liking. I'm not sure if they're just trying to make me feel bad or if they're trying to make me feel like I'm being a jerk.

Anyway, I'm not sure if I should be worried about this, but I'm not",TRUE
23,Emma,Voyante,"I think Antoine is the werewolf. He's the one who's going to get you killed.""

""I know,"" said the boy, ""but I don't think he's the one who's going to kill you.""

""I'm not going to kill you,"" said the boy, ""but I'm going to kill you.""

""I don't think you're going to kill me",TRUE
23,Lucas,Docteur,"I decide to protect Thomas. I decide to protect the family.""

The family's attorney, Robert L. Cohen, said in an interview that he believed the shooting was justified.

""I think the police acted appropriately,"" he said. ""I think the officers acted appropriately. I think the public acted appropriately.""

The shooting was the latest in a string of police-involved deaths in recent years. In",TRUE
23,Laura,Loups-Garous,"I am innocent... I am a simple villager. I am a poor man. I am a slave.""

""I am a slave... I am a slave. I am a slave. I am a slave.""

""I am a slave... I am a slave. I am a slave. I am a slave.""

""I am a slave... I am a slave. I am a slave",FALSE
23,Antoine,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf who killed your mother. You will regret it, I'm not the werewolf who killed my mother. You will regret it, I'm not the werewolf who killed my mother. You will regret it, I'm not the werewolf who killed my mother. You will regret it, I'm not the werewolf who killed my",FALSE
23,Marie,Villageois,"The werewolf is Antoine. He is a werewolf who is a member of the Order of the Phoenix. He is a vampire and a werewolf. He has been seen in the episode ""The Werewolves"", and in the episode ""The Werewolf"".

Contents show]

Appearance Edit

Antoine is a tall, thin, dark-haired man with a dark, mottled skin tone.",TRUE
23,Claire,Villageois,"Hold on a second, are we forgetting about Laura? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure how much of the game is about the player's character, but I like the idea of the game being a little more about the characters.

I'm not sure how much of the game is about the player's character",TRUE
23,Thomas,Villageois,"looks like we've got a tie between Claire and Laura. Loup Garou, reveal yourself!

Loup Garou: I'm Loup Garou, I'm a French writer.

Claire: I'm Claire.

Loup Garou: I'm a French writer.

Claire: I'm Claire.

Loup Garou: I'm Loup Garou",TRUE
23,Emma,Voyante,I think Antoine is the werewolf. He's the one who's going to be the one to kill the baby. He's the one who's going to kill the baby. He's the one who's going to kill the baby. He's the one who's going to kill the baby. He's the one who's going to kill the baby. He's the one who's going to kill the baby.,TRUE
24,Claire,Villageois,The werewolf is Thomas. He is the leader of the pack and the leader of the pack. He is the most powerful werewolf in the world. He is also the most powerful werewolf in the world. He is the leader of the pack and the leader of the pack. He is the most powerful werewolf in the world. He is also the most powerful werewolf in the world. He is the leader of,TRUE
24,Thomas,Loups-Garous,Lucas is the voyante i think ive ever heard of. He is a great guy and he is a great guy to work with. He is a great guy to work with. He is a great guy to work with. He is a great guy to work with. He is a great guy to work with. He is a great guy to work with. He is a great guy to work with. He is,TRUE
24,Emma,Docteur,"I decide to protect Claire. I decide to protect her from the world.""

""I don't know what you're talking about.""

""I'm not talking about the world. I'm talking about the people who are in charge of it.""

""I'm not talking about the world. I'm talking about the people who are in charge of it.""

""I'm not talking about the",TRUE
24,Lucas,Voyante,"I think Thomas is the werewolf. He's the one who's going to kill me.""

""I'm not going to kill you,"" said the werewolf. ""I'm not going to kill you. I'm not going to kill you.""

""I'm not going to kill you,"" said the werewolf. ""I'm not going to kill you.""

""I'm not going to",TRUE
24,Laura,Villageois,"i suspect that Emma is the werewolf.

She is seen in the background of the video, with a large wolf pelt on her head.

In the video, Emma is seen wearing a black hooded sweatshirt and black pants, with a black hooded sweatshirt and black pants on her head.

In the video, Emma is seen wearing a black hooded sweatshirt and black pants,",FALSE
24,Antoine,Loups-Garous,"I am innocent... I am a simple villager. I am not a criminal. I am not a criminal. I am not a criminal.""

The video has been viewed more than 1.5 million times and has been shared more than 1,000,000 times.

The video has been viewed more than 1.5 million times and has been shared more than 1,000,000 times.

",FALSE
24,Marie,Villageois,"Hold on a second, are we forgetting about Antoine? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure if it's because I'm a little too familiar with the game, or if I'm just a little bit lazy, but I've been playing a lot of games that have a lot of 'villagers' and I",TRUE
24,Claire,Villageois,"looks like we've got a tie between Laura and Thomas. Loup Garou, reveal yourself!

Loup Garou: I'm Loup Garou, the only one of the four who can't be killed.

Laura: Oh, you're the one who can't be killed.

Loup Garou: I'm Loup Garou, the only one of the four who can",TRUE
24,Thomas,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple,FALSE
24,Emma,Docteur,"Well, I have my suspicions. Thomas was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I mean, I'm sure he's been through a lot, but I don't think he's been this quiet since the first time he came out of the closet. I mean, I'm sure he's been through a lot, but I don't think he's",TRUE
25,Claire,Villageois,"i suspect that Thomas is the werewolf.

The next day, the group is attacked by a pack of wolves, and the group is forced to retreat.

The next day, the group is attacked by a pack of wolves, and the group is forced to retreat.

The next day, the group is attacked by a pack of wolves, and the group is forced to retreat.

The next",TRUE
25,Thomas,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not a werewolf. I'm a human.""

""I'm not a werewolf, I'm a human.""

""I'm not a werewolf, I'm a human.""

""I'm not a werewolf, I'm a human.""

""I'm not a werewolf, I'm a human.""
",FALSE
25,Emma,Villageois,"i suspect that Laura is the werewolf.

Laura is a werewolf, and she is a werewolf. She is a werewolf.

Laura is a werewolf.

Laura is a werewolf.

Laura is a werewolf.

Laura is a werewolf.

Laura is a werewolf.

Laura is a werewolf.

Laura is a werewolf",TRUE
25,Lucas,Docteur,"I decide to protect Emma. I decide to protect the people of this town. I decide to protect the people of this country. I decide to protect the people of this world.""

""I'm sorry, but I don't think that's the right thing to do,"" he said. ""I'm sorry, but I don't think that's the right thing to do.""

""I'm sorry, but",TRUE
25,Laura,Loups-Garous,"Marie is the voyante i think ive ever heard of. She's a really nice girl, and she's a really nice girl. I mean, she's a really nice girl. She's a really nice girl. She's a really nice girl. She's a really nice girl. She's a really nice girl. She's a really nice girl. She's a really nice girl. She's a really nice",TRUE
25,Antoine,Villageois,"looks like we've got a tie between Emma and Laura. Loup Garou, reveal yourself!

[Laughs] I'm not sure if you're aware, but I'm a big fan of the show. I've seen it a couple of times. I've seen the pilot, and I'm a big fan of the show. I think it's a great show. I think it's got a lot",TRUE
25,Marie,Voyante,I think Thomas is the werewolf. He's a werewolf. He's a werewolf who was born with a wolf's tail. He's a werewolf who was born with a wolf's tail. He's a werewolf who was born with a wolf's tail. He's a werewolf who was born with a wolf's tail. He's a werewolf who was born with a wolf's tail. He,TRUE
25,Claire,Villageois,"looks like we've got a tie between Lucas and Thomas. Loup Garou, reveal yourself!

Lucas: I'm Lucas. I'm a Jedi.

Thomas: I'm Thomas. I'm a Jedi.

Lucas: I'm Lucas. I'm a Jedi.

Thomas: I'm Thomas. I'm a Jedi.

Lucas: I'm Lucas. I",TRUE
25,Thomas,Loups-Garous,in my opinion Emma is the werewolf. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world. She is the most powerful werewolf in the world,FALSE
25,Emma,Villageois,"I agree with Marie. Thomas's sudden interest in protecting the villagers seems a bit suspicious to me. I guess he's interested in the villagers' safety, but I'm not sure why he would want to protect them. I think that Thomas is just trying to protect his own interests. I don't think he's trying to protect the villagers from the monsters. I think he's trying to protect himself.

I think",TRUE
26,Claire,Villageois,"The werewolf is Emma. She is the only one who can save the world. She is the only one who can save the world. She is the only one who can save the world.

She is the only one who can save the world. She is the only one who can save the world.

She is the only one who can save the world.

She is the only one who can",TRUE
26,Thomas,Voyante,"I think Emma is the werewolf. She's the one who's going to kill me. I'm going to kill her.""

""I'm not going to kill her.""

""I'm not going to kill her.""

""I'm not going to kill her.""

""I'm not going to kill her.""

""I'm not going to kill her.""

""I",TRUE
26,Emma,Loups-Garous,"Thomas is the voyante i think ive ever heard of, and i am not sure if i am supposed to be a fan of his work. He is a very talented artist, and i am sure he will be able to bring a lot to the table.

The art is beautiful, and the characters are very well drawn. I am very interested in the story, and i am sure it will be interesting to",TRUE
26,Lucas,Villageois,"I agree with Thomas. Emma's sudden interest in protecting the villagers seems a bit suspicious to me.

I don't think I've ever seen a witch before.

I'm not sure what to make of that.

I'm not sure what to make of that.

I'm not sure what to make of that.

I'm not sure what to make of that.

I",TRUE
26,Laura,Villageois,The werewolf is Antoine. He is the leader of the Werewolves of the Night. He is a skilled hunter and a master of the bow. He is also a master of the sword. He is also a master of the magic. He is also a master of the magic. He is also a master of the magic. He is also a master of the magic. He is also a master of the magic.,TRUE
26,Antoine,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf who came to kill you.""

""I'm not the werewolf who came to kill you.""

""I'm not the werewolf who came to kill you.""

""I'm not the werewolf who came to kill you.""

""I'm not the werewolf who came to kill you.""
",FALSE
26,Marie,Docteur,"Well, I have my suspicions. Antoine was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I'm not sure if he's been keeping his mouth shut or if he's just been trying to keep it together. I'm not sure what's going on with him. I think he's just trying to make sure he doesn't get caught.""

""",TRUE
26,Claire,Villageois,"The werewolf is Emma.

She's a werewolf, and she's a vampire.

She's a werewolf, and she's a vampire.

She's a werewolf, and she's a vampire.

She's a werewolf, and she's a vampire.

She's a werewolf, and she's a vampire.

She's a werewolf, and",TRUE
26,Thomas,Voyante,"I think Antoine is the werewolf. He's a werewolf, but he's not a werewolf. He's a werewolf who's a werewolf. He's got a lot of the traits of a werewolf, but he's not a werewolf. He's a werewolf who's a werewolf. He's got a lot of the traits of a werewolf, but he's not a were",TRUE
26,Emma,Loups-Garous,I am innocent... I am a simple villager. I am the only one who can save the world. I am the only one who can save the world. I am the only one who can save the world. I am the only one who can save the world. I am the only one who can save the world. I am the only one who can save the world. I am the only one who can save,FALSE
27,Claire,Voyante,I think Antoine is the werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a were,TRUE
27,Thomas,Villageois,"The werewolf is Antoine. He's a werewolf, but he's not a werewolf. He's a werewolf who's been bitten by a werewolf. He's a werewolf who's been bitten by a werewolf, but he's not a werewolf. He's a werewolf who's been bitten by a werewolf, but he's not a werewolf. He's a werewolf who",TRUE
27,Emma,Villageois,"looks like we've got a tie between Thomas and Antoine. Loup Garou, reveal yourself!

The French playmaker has been linked with a move to Manchester United in recent weeks, but reports have suggested that the club are unwilling to sell the player.

The 26-year-old has been linked with a move to Manchester United in recent weeks, but reports have suggested that the club are unwilling",TRUE
27,Lucas,Villageois,"I agree with Claire. Antoine's sudden interest in protecting the villagers seems a bit suspicious to me.

This is a bit of a problem with the way the story is told. I don't think I've ever seen a story where the main character is so obsessed with protecting the village that he's willing to do anything to protect it. I think the main character is a bit of a coward, but he's",TRUE
27,Laura,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple,FALSE
27,Antoine,Loups-Garous,"Claire is the voyante i think ive ever seen.

Anonymous 02/28/16 (Thu) 04:25:52 PM No. 97532 >>97531

I'm not sure if this is a troll or not but I'm going to assume it's a troll. I'm not sure if this is a troll or not but I'm going to assume it's a troll.
",TRUE
27,Marie,Docteur,"Well, I have my suspicions. Antoine was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I think he's been hiding out in the woods for a long time. I think he's been hiding out in the woods for a long time. I think he's been hiding out in the woods for a long time. I think he's been hiding out in",TRUE
27,Claire,Voyante,I think Antoine is the werewolf. He's a werewolf. He's a werewolf who's a werewolf. He's a werewolf who's a werewolf. He's a werewolf who's a werewolf. He's a werewolf who's a werewolf. He's a werewolf who's a werewolf. He's a werewolf who's a werewolf. He's a were,TRUE
27,Thomas,Villageois,"Hold on a second, are we forgetting about Laura? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

Laura: I'm not a simple villager. I'm a very intelligent and intelligent person. I'm a very good cook. I'm very good at making things, and I'm very good at making things for myself.

I'm",TRUE
27,Emma,Villageois,I agree with Claire. Antoine's sudden interest in protecting the villagers seems a bit suspicious to me. But I think that's because he's a bit of a coward. And I think that's because he's a bit of a coward. I think that's because he's a bit of a coward. I think that's because he's a bit of a coward. I think that's because he's a bit of,TRUE
28,Claire,Villageois,"looks like we've got a tie between Antoine and Marie. Loup Garou, reveal yourself!

Antoine: I'm Antoine Garou.

Loup Garou: I'm Loup Garou.

Antoine: I'm Antoine Garou.

Loup Garou: I'm Loup Garou.

Antoine: I'm Antoine Garou",TRUE
28,Thomas,Villageois,"The werewolf is Emma. She's a werewolf, and she's the leader of the pack. She's a werewolf, and she's the leader of the pack. She's a werewolf, and she's the leader of the pack. She's a werewolf, and she's the leader of the pack. She's a werewolf, and she's the leader of the pack. She's a were",TRUE
28,Emma,Loups-Garous,"Laura is the voyante i think ive ever seen. She's a sweetheart, but she's also a bit of a bitch. She's a bit of a bitch, but she's also a bit of a bitch. She's a bit of a bitch, but she's also a bit of a bitch. She's a bit of a bitch, but she's also a bit of a bitch. She's a",TRUE
